Date,石油石化,煤炭,有色金属,电力及公用事业,钢铁,基础化工,建筑,建材,轻工制造,机械,电力设备及新能源,国防军工,汽车,商贸零售,消费者服务,家电,纺织服装,医药,食品饮料,农林牧渔,银行,非银行金融,房地产,交通运输,电子,通信,计算机,传媒,综合
2017/3/20,0.001262775058307263,0.0013116910327375028,0.0022214802226271754,0.010925876125475952,0.0035764853722162083,0.0023338855985238073,0.0027655425092554774,0.017425172169472983,0.004128576895880269,0.0038937591757248857,0.001935173962184791,0.003072501396176722,0.014151985378570946,0.0025112395202394147,0.01340175686391757,0.019791356208106122,0.0028859397904061534,0.007637838486451412,0.028719571679748212,0.0015187815188293305,0.008765233145171535,0.007747762233751277,0.002297587049249922,0.011659462619521041,0.006714879934644309,0.003793405467703346,0.0013752009138612452,0.002356201742558372,0.003120466715455661
2017/3/21,0.0012801021038993739,0.0013187517265102688,0.002199599015473665,0.011058087769470882,0.0036241993347759073,0.0023123170426884347,0.002803178922261591,0.01735425298347861,0.004191225980504891,0.0038692160955422056,0.001941008784776327,0.003077580477095042,0.014288387063939008,0.002506985513749463,0.013725804400770265,0.020013315403693225,0.0028506305487172702,0.0077451134208736125,0.028900972334440944,0.0015273185476987047,0.008814463947686582,0.00803049500492042,0.0023527788435868387,0.011753885730702832,0.0067550321930718625,0.003832339492953975,0.001393482300537349,0.0023921861316908407,0.0031729722987329173
2017/3/22,0.0012919606131758957,0.0013739721756267414,0.0021273873535179733,0.011149606657529221,0.0036318398828227303,0.0022946056324966947,0.0027961300312445317,0.01738931415390641,0.004233510776412191,0.0038828795700292396,0.0019694428210839695,0.0030928125824560455,0.014374904250345577,0.0024926559169095924,0.014489779054394983,0.02004760931462477,0.002818399265929588,0.007841194265916063,0.02895478961339587,0.0015199493066186856,0.008803460453973629,0.008375148653827746,0.0023106925074942277,0.011644505544199544,0.0069189289017162715,0.00381194103274221,0.0014188654172158925,0.0023776932137350767,0.0031919398625617824
2017/3/23,0.0012883995881646925,0.0013768721609246847,0.002135227050146551,0.011315341172799705,0.0035753056177797267,0.0023029086970772347,0.002843122879275268,0.017409533900090434,0.004140035358157349,0.003861890762935024,0.001974102882554755,0.003088552384801169,0.01437254425384182,0.00247502799058515,0.014879157089116291,0.020535919638070093,0.0028182428620567696,0.007931957787960717,0.028945350169069326,0.0015067725914085658,0.00885583931409066,0.008401862138953406,0.0022911260493588305,0.011660781157538543,0.006956242049212692,0.0037790336426869985,0.0014425848127984045,0.002409042865151073,0.003139292571307232
2017/3/24,0.0012965650591342302,0.0013767017264273197,0.0021128079468873445,0.011439988104957825,0.003562159828781184,0.0023477651418983276,0.0028870808100373217,0.017482951704259425,0.004104443037119931,0.003878447461250524,0.002010382816155206,0.0030938079020643087,0.014480316896079223,0.002492312201358045,0.014814842362277736,0.021134830095817767,0.0028644521391573198,0.007960212111588236,0.028961409129273013,0.0015560953253696615,0.008874498438452599,0.008582750790005977,0.002302742109270374,0.01173492096692935,0.007068261711987389,0.003846987690072613,0.0014483602945895265,0.00243065177307859,0.003059063168589404
2017/3/27,0.001295202200538175,0.0013945935810210806,0.0021034476944805855,0.011480877838068752,0.003513565510655194,0.0023534786286922606,0.002974698539278817,0.017302481028347576,0.004036044366665261,0.003914307503291698,0.0019984937898388597,0.0030892074416069195,0.014513629036364342,0.0024933066421157107,0.014663142047094426,0.02126084534548745,0.0028184668172199128,0.008068861461682593,0.02892570646247436,0.0015633333085860377,0.009019306895061452,0.008705238919257554,0.0023400240882816073,0.011832184761591225,0.007064123678159515,0.0038580207594718845,0.001454217805115736,0.002466052401943824,0.0030775235445218243
2017/3/28,0.001294486656416105,0.0013916704551176174,0.002127768715470326,0.011548365018333909,0.003535376331277524,0.002348781108424678,0.0029829672294568233,0.017187861622460627,0.0040425546235620564,0.0038853386498422524,0.001983501323618647,0.0031021282714202335,0.014440956254102912,0.0024925380854914927,0.014679095252234035,0.02129996639181018,0.0028005336923988245,0.008195458049243954,0.028857406494684223,0.0015733913062697636,0.008942073221443452,0.008674696918939991,0.0022899972951944863,0.012215495885455558,0.007131615018666709,0.0038640717681774042,0.001454989120086066,0.00249467462084353,0.003058610558426313
2017/3/29,0.0013287752375198139,0.0014479280765039419,0.0021666709266723824,0.011600211593043619,0.003536924102736201,0.0023144531745164054,0.0030035614445495192,0.01723385525957374,0.004008996331041616,0.003890008262726229,0.001958312942981876,0.0031422682377641228,0.014397182105401082,0.0025165978502514246,0.01455382105224009,0.021574281710547982,0.0027842831077100733,0.00821839756526669,0.028852701274230133,0.001594165827583686,0.008993275257885604,0.008891888811743697,0.002274351146203037,0.01220117406945594,0.007143043916218481,0.003892230788201117,0.0014478058832195296,0.0025456772842299617,0.002985367642302458
2017/3/30,0.001382833628211746,0.001488437062010304,0.002173319630954754,0.011512497904709321,0.003550972109587557,0.002351048948588836,0.003026408141778261,0.01725018407041234,0.004027349918323334,0.0039099532203429955,0.0019707643416377986,0.0031809244555638955,0.014476693190674243,0.002571865808462574,0.014578153025615602,0.021637043578695808,0.00279639073189728,0.008296320926288035,0.029035282707659926,0.0015798277037095106,0.009007454413018201,0.008930342953067992,0.0022561055972426854,0.012395458553959545,0.00718252552284554,0.0039525354931937455,0.0014281585578672098,0.0025694557668097984,0.0030110487112599777
2017/3/31,0.001448939670351489,0.0014952596723458633,0.002131084149649547,0.011501003673999923,0.003489112323036431,0.002355475239989193,0.0030934884005088814,0.017285299326062174,0.004032547341764547,0.00391444516348059,0.0019457664387045753,0.0032183555660375983,0.014544664069300285,0.0025546117408302605,0.014720742534396933,0.021671970753071094,0.0027973077074336743,0.008351837882334998,0.029163367349244785,0.0015578214364055105,0.009033838002613004,0.008969337969416175,0.0022722200132075294,0.012676299765958706,0.007194488318268724,0.0040695114479245035,0.0014162210662786987,0.002598238790499682,0.0029378999633668484
